graph_hash,profile,cycle_i,cycle_j,distance,shared_vertices,shared_edges
a24e41f24c8abb2b951fd2e93abf125caa2fe5ede49b04de1512d692a9e8db0d,"(4,0,0,0)",1,2,5,0,0
a24e41f24c8abb2b951fd2e93abf125caa2fe5ede49b04de1512d692a9e8db0d,"(4,0,0,0)",1,3,6,0,0
a24e41f24c8abb2b951fd2e93abf125caa2fe5ede49b04de1512d692a9e8db0d,"(4,0,0,0)",2,3,7,0,0
e96bf4bbcf7dace79db748fd1f1ac448fcd995597c732f1aa6e503c24f287117,"(4,0,0,0)",0,1,4,0,0
e96bf4bbcf7dace79db748fd1f1ac448fcd995597c732f1aa6e503c24f287117,"(4,0,0,0)",0,2,6,0,0
e96bf4bbcf7dace79db748fd1f1ac448fcd995597c732f1aa6e503c24f287117,"(4,0,0,0)",0,3,6,0,0
e96bf4bbcf7dace79db748fd1f1ac448fcd995597c732f1aa6e503c24f287117,"(4,0,0,0)",1,2,10,0,0
e96bf4bbcf7dace79db748fd1f1ac448fcd995597c732f1aa6e503c24f287117,"(4,0,0,0)",1,3,10,0,0
e96bf4bbcf7dace79db748fd1f1ac448fcd995597c732f1aa6e503c24f287117,"(4,0,0,0)",2,3,7,0,0
601ce2f58a17b737abceb109497d81344e856a47decfb17731593e659fe1fd93,"(4,0,0,0)",0,1,10,0,0
601ce2f58a17b737abceb109497d81344e856a47decfb17731593e659fe1fd93,"(4,0,0,0)",0,2,9,0,0
601ce2f58a17b737abceb109497d81344e856a47decfb17731593e659fe1fd93,"(4,0,0,0)",0,3,5,0,0
601ce2f58a17b737abceb109497d81344e856a47decfb17731593e659fe1fd93,"(4,0,0,0)",1,2,11,0,0
601ce2f58a17b737abceb109497d81344e856a47decfb17731593e659fe1fd93,"(4,0,0,0)",1,3,3,0,0
601ce2f58a17b737abceb109497d81344e856a47decfb17731593e659fe1fd93,"(4,0,0,0)",2,3,6,0,0
49d54c801e7bb2dc2c06dfef90f94bc02c7d472ab701cf7b7bf9e0269f0980d2,"(4,0,0,0)",0,1,3,0,0
49d54c801e7bb2dc2c06dfef90f94bc02c7d472ab701cf7b7bf9e0269f0980d2,"(4,0,0,0)",0,2,8,0,0
49d54c801e7bb2dc2c06dfef90f94bc02c7d472ab701cf7b7bf9e0269f0980d2,"(4,0,0,0)",0,3,11,0,0
49d54c801e7bb2dc2c06dfef90f94bc02c7d472ab701cf7b7bf9e0269f0980d2,"(4,0,0,0)",1,2,5,0,0
49d54c801e7bb2dc2c06dfef90f94bc02c7d472ab701cf7b7bf9e0269f0980d2,"(4,0,0,0)",1,3,8,0,0
49d54c801e7bb2dc2c06dfef90f94bc02c7d472ab701cf7b7bf9e0269f0980d2,"(4,0,0,0)",2,3,7,0,0
8d39f4eeea9fe975f98634d2e11474b1d168d8dfe78b4d0b13f38d28674c3596,"(4,0,0,0)",0,1,5,0,0
8d39f4eeea9fe975f98634d2e11474b1d168d8dfe78b4d0b13f38d28674c3596,"(4,0,0,0)",0,2,3,0,0
8d39f4eeea9fe975f98634d2e11474b1d168d8dfe78b4d0b13f38d28674c3596,"(4,0,0,0)",0,3,6,0,0
8d39f4eeea9fe975f98634d2e11474b1d168d8dfe78b4d0b13f38d28674c3596,"(4,0,0,0)",1,2,8,0,0
8d39f4eeea9fe975f98634d2e11474b1d168d8dfe78b4d0b13f38d28674c3596,"(4,0,0,0)",1,3,11,0,0
8d39f4eeea9fe975f98634d2e11474b1d168d8dfe78b4d0b13f38d28674c3596,"(4,0,0,0)",2,3,7,0,0
0bf20f10ddc152c5f0004360ef579660b9d27dfe7805aa53f4a086dc10d32418,"(4,0,0,0)",0,1,11,0,0
0bf20f10ddc152c5f0004360ef579660b9d27dfe7805aa53f4a086dc10d32418,"(4,0,0,0)",0,2,9,0,0
0bf20f10ddc152c5f0004360ef579660b9d27dfe7805aa53f4a086dc10d32418,"(4,0,0,0)",0,3,6,0,0
0bf20f10ddc152c5f0004360ef579660b9d27dfe7805aa53f4a086dc10d32418,"(4,0,0,0)",1,2,11,0,0
0bf20f10ddc152c5f0004360ef579660b9d27dfe7805aa53f4a086dc10d32418,"(4,0,0,0)",1,3,3,0,0
0bf20f10ddc152c5f0004360ef579660b9d27dfe7805aa53f4a086dc10d32418,"(4,0,0,0)",2,3,6,0,0
b43e341e953a823ddb6b01ac2bb11ba7f824a2095d7139b0aaee1f0806878782,"(4,0,0,0)",0,1,5,0,0
b43e341e953a823ddb6b01ac2bb11ba7f824a2095d7139b0aaee1f0806878782,"(4,0,0,0)",0,2,6,0,0
b43e341e953a823ddb6b01ac2bb11ba7f824a2095d7139b0aaee1f0806878782,"(4,0,0,0)",0,3,9,0,0
b43e341e953a823ddb6b01ac2bb11ba7f824a2095d7139b0aaee1f0806878782,"(4,0,0,0)",1,2,4,0,0
b43e341e953a823ddb6b01ac2bb11ba7f824a2095d7139b0aaee1f0806878782,"(4,0,0,0)",1,3,7,0,0
b43e341e953a823ddb6b01ac2bb11ba7f824a2095d7139b0aaee1f0806878782,"(4,0,0,0)",2,3,7,0,0
eaa0242faaefa78f2e2396c65d47014c85c2818b3301e32de7d28ea66b2f4542,"(4,0,0,0)",0,1,10,0,0
eaa0242faaefa78f2e2396c65d47014c85c2818b3301e32de7d28ea66b2f4542,"(4,0,0,0)",0,2,6,0,0
eaa0242faaefa78f2e2396c65d47014c85c2818b3301e32de7d28ea66b2f4542,"(4,0,0,0)",0,3,5,0,0
eaa0242faaefa78f2e2396c65d47014c85c2818b3301e32de7d28ea66b2f4542,"(4,0,0,0)",1,2,12,0,0
eaa0242faaefa78f2e2396c65d47014c85c2818b3301e32de7d28ea66b2f4542,"(4,0,0,0)",1,3,4,0,0
eaa0242faaefa78f2e2396c65d47014c85c2818b3301e32de7d28ea66b2f4542,"(4,0,0,0)",2,3,7,0,0
f6030f9140d9e84eef93b413e665a565fca8943542b7fb13b674efe98f21036d,"(4,0,0,0)",0,1,8,0,0
f6030f9140d9e84eef93b413e665a565fca8943542b7fb13b674efe98f21036d,"(4,0,0,0)",0,2,8,0,0
f6030f9140d9e84eef93b413e665a565fca8943542b7fb13b674efe98f21036d,"(4,0,0,0)",0,3,7,0,0
f6030f9140d9e84eef93b413e665a565fca8943542b7fb13b674efe98f21036d,"(4,0,0,0)",1,2,9,0,0
f6030f9140d9e84eef93b413e665a565fca8943542b7fb13b674efe98f21036d,"(4,0,0,0)",1,3,2,0,0
f6030f9140d9e84eef93b413e665a565fca8943542b7fb13b674efe98f21036d,"(4,0,0,0)",2,3,8,0,0
29d8acff5a28604fb774422f9a4f9a1c9d29e739826ade73b89e60ffff0e8a2a,"(4,0,0,0)",0,1,5,0,0
29d8acff5a28604fb774422f9a4f9a1c9d29e739826ade73b89e60ffff0e8a2a,"(4,0,0,0)",0,2,10,0,0
29d8acff5a28604fb774422f9a4f9a1c9d29e739826ade73b89e60ffff0e8a2a,"(4,0,0,0)",0,3,6,0,0
29d8acff5a28604fb774422f9a4f9a1c9d29e739826ade73b89e60ffff0e8a2a,"(4,0,0,0)",1,2,4,0,0
29d8acff5a28604fb774422f9a4f9a1c9d29e739826ade73b89e60ffff0e8a2a,"(4,0,0,0)",1,3,7,0,0
29d8acff5a28604fb774422f9a4f9a1c9d29e739826ade73b89e60ffff0e8a2a,"(4,0,0,0)",2,3,12,0,0
7a8db55258f227c1d62d332c8d935faab9808e567cdf8ec30fcd41406a4b4e31,"(4,0,0,0)",0,1,3,0,0
7a8db55258f227c1d62d332c8d935faab9808e567cdf8ec30fcd41406a4b4e31,"(4,0,0,0)",0,2,7,0,0
7a8db55258f227c1d62d332c8d935faab9808e567cdf8ec30fcd41406a4b4e31,"(4,0,0,0)",0,3,6,0,0
7a8db55258f227c1d62d332c8d935faab9808e567cdf8ec30fcd41406a4b4e31,"(4,0,0,0)",1,2,5,0,0
7a8db55258f227c1d62d332c8d935faab9808e567cdf8ec30fcd41406a4b4e31,"(4,0,0,0)",1,3,6,0,0
7a8db55258f227c1d62d332c8d935faab9808e567cdf8ec30fcd41406a4b4e31,"(4,0,0,0)",2,3,7,0,0
a2271f292daf410beecb1630b5a7cf830daefd68cafa79204db16510ab5589df,"(4,0,0,0)",0,1,7,0,0
a2271f292daf410beecb1630b5a7cf830daefd68cafa79204db16510ab5589df,"(4,0,0,0)",0,2,6,0,0
a2271f292daf410beecb1630b5a7cf830daefd68cafa79204db16510ab5589df,"(4,0,0,0)",0,3,2,0,0
a2271f292daf410beecb1630b5a7cf830daefd68cafa79204db16510ab5589df,"(4,0,0,0)",1,2,9,0,0
a2271f292daf410beecb1630b5a7cf830daefd68cafa79204db16510ab5589df,"(4,0,0,0)",1,3,7,0,0
a2271f292daf410beecb1630b5a7cf830daefd68cafa79204db16510ab5589df,"(4,0,0,0)",2,3,6,0,0
df3eefa174c7e0a20507e20c5ba6b41d7301f707d3e3292a7b76b2af45a392b6,"(4,0,0,0)",0,1,8,0,0
df3eefa174c7e0a20507e20c5ba6b41d7301f707d3e3292a7b76b2af45a392b6,"(4,0,0,0)",0,2,4,0,0
df3eefa174c7e0a20507e20c5ba6b41d7301f707d3e3292a7b76b2af45a392b6,"(4,0,0,0)",0,3,6,0,0
df3eefa174c7e0a20507e20c5ba6b41d7301f707d3e3292a7b76b2af45a392b6,"(4,0,0,0)",1,2,10,0,0
df3eefa174c7e0a20507e20c5ba6b41d7301f707d3e3292a7b76b2af45a392b6,"(4,0,0,0)",1,3,6,0,0
df3eefa174c7e0a20507e20c5ba6b41d7301f707d3e3292a7b76b2af45a392b6,"(4,0,0,0)",2,3,8,0,0
25e2fcc128b76e4ed9a7685c53633f9e55e546db6c2a936b0996977d3fd0527e,"(4,0,0,0)",0,1,4,0,0
25e2fcc128b76e4ed9a7685c53633f9e55e546db6c2a936b0996977d3fd0527e,"(4,0,0,0)",0,2,5,0,0
25e2fcc128b76e4ed9a7685c53633f9e55e546db6c2a936b0996977d3fd0527e,"(4,0,0,0)",0,3,4,0,0
25e2fcc128b76e4ed9a7685c53633f9e55e546db6c2a936b0996977d3fd0527e,"(4,0,0,0)",1,2,9,0,0
25e2fcc128b76e4ed9a7685c53633f9e55e546db6c2a936b0996977d3fd0527e,"(4,0,0,0)",1,3,6,0,0
25e2fcc128b76e4ed9a7685c53633f9e55e546db6c2a936b0996977d3fd0527e,"(4,0,0,0)",2,3,7,0,0
59bcd487580007b8450ca5a5ad21778ef51ff80054277fa9d96e4824a3bc7ffd,"(4,0,0,0)",0,1,4,0,0
59bcd487580007b8450ca5a5ad21778ef51ff80054277fa9d96e4824a3bc7ffd,"(4,0,0,0)",0,2,10,0,0
59bcd487580007b8450ca5a5ad21778ef51ff80054277fa9d96e4824a3bc7ffd,"(4,0,0,0)",0,3,8,0,0
59bcd487580007b8450ca5a5ad21778ef51ff80054277fa9d96e4824a3bc7ffd,"(4,0,0,0)",1,2,7,0,0
59bcd487580007b8450ca5a5ad21778ef51ff80054277fa9d96e4824a3bc7ffd,"(4,0,0,0)",1,3,5,0,0
59bcd487580007b8450ca5a5ad21778ef51ff80054277fa9d96e4824a3bc7ffd,"(4,0,0,0)",2,3,7,0,0
6710c97e91e51f42fda1913fc63e92dec134fb92916783acb68a6b9266871c92,"(4,0,0,0)",0,1,1,0,0
6710c97e91e51f42fda1913fc63e92dec134fb92916783acb68a6b9266871c92,"(4,0,0,0)",0,2,8,0,0
6710c97e91e51f42fda1913fc63e92dec134fb92916783acb68a6b9266871c92,"(4,0,0,0)",0,3,8,0,0
6710c97e91e51f42fda1913fc63e92dec134fb92916783acb68a6b9266871c92,"(4,0,0,0)",1,2,9,0,0
6710c97e91e51f42fda1913fc63e92dec134fb92916783acb68a6b9266871c92,"(4,0,0,0)",1,3,9,0,0
6710c97e91e51f42fda1913fc63e92dec134fb92916783acb68a6b9266871c92,"(4,0,0,0)",2,3,7,0,0
0a904f7539460a39700e204773cfaf90a69550464b5abc50207fe3b2d315fca6,"(4,0,0,0)",0,1,4,0,0
0a904f7539460a39700e204773cfaf90a69550464b5abc50207fe3b2d315fca6,"(4,0,0,0)",0,2,7,0,0
0a904f7539460a39700e204773cfaf90a69550464b5abc50207fe3b2d315fca6,"(4,0,0,0)",0,3,4,0,0
0a904f7539460a39700e204773cfaf90a69550464b5abc50207fe3b2d315fca6,"(4,0,0,0)",1,2,11,0,0
0a904f7539460a39700e204773cfaf90a69550464b5abc50207fe3b2d315fca6,"(4,0,0,0)",1,3,8,0,0
0a904f7539460a39700e204773cfaf90a69550464b5abc50207fe3b2d315fca6,"(4,0,0,0)",2,3,7,0,0
fb5580ae6118b332d84758d3a38e514576126e58deaa7356faf909b7a5b5ad0a,"(4,0,0,0)",0,1,6,0,0
fb5580ae6118b332d84758d3a38e514576126e58deaa7356faf909b7a5b5ad0a,"(4,0,0,0)",0,2,7,0,0
fb5580ae6118b332d84758d3a38e514576126e58deaa7356faf909b7a5b5ad0a,"(4,0,0,0)",0,3,6,0,0
fb5580ae6118b332d84758d3a38e514576126e58deaa7356faf909b7a5b5ad0a,"(4,0,0,0)",1,2,9,0,0
fb5580ae6118b332d84758d3a38e514576126e58deaa7356faf909b7a5b5ad0a,"(4,0,0,0)",1,3,8,0,0
fb5580ae6118b332d84758d3a38e514576126e58deaa7356faf909b7a5b5ad0a,"(4,0,0,0)",2,3,2,0,0
6473c84b84b83ce348cf2d96fe7548ca9fff609e15c1b2581085b91f765bafcb,"(4,0,0,0)",0,1,1,0,0
6473c84b84b83ce348cf2d96fe7548ca9fff609e15c1b2581085b91f765bafcb,"(4,0,0,0)",0,2,8,0,0
6473c84b84b83ce348cf2d96fe7548ca9fff609e15c1b2581085b91f765bafcb,"(4,0,0,0)",0,3,8,0,0
6473c84b84b83ce348cf2d96fe7548ca9fff609e15c1b2581085b91f765bafcb,"(4,0,0,0)",1,2,9,0,0
6473c84b84b83ce348cf2d96fe7548ca9fff609e15c1b2581085b91f765bafcb,"(4,0,0,0)",1,3,9,0,0
6473c84b84b83ce348cf2d96fe7548ca9fff609e15c1b2581085b91f765bafcb,"(4,0,0,0)",2,3,4,0,0
023b449b96212dc0efaedde030aa38ebab13ac9a4264cee1a20b8366f442a671,"(4,0,0,0)",0,1,9,0,0
023b449b96212dc0efaedde030aa38ebab13ac9a4264cee1a20b8366f442a671,"(4,0,0,0)",0,2,4,0,0
023b449b96212dc0efaedde030aa38ebab13ac9a4264cee1a20b8366f442a671,"(4,0,0,0)",0,3,9,0,0
023b449b96212dc0efaedde030aa38ebab13ac9a4264cee1a20b8366f442a671,"(4,0,0,0)",1,2,5,0,0
023b449b96212dc0efaedde030aa38ebab13ac9a4264cee1a20b8366f442a671,"(4,0,0,0)",1,3,8,0,0
023b449b96212dc0efaedde030aa38ebab13ac9a4264cee1a20b8366f442a671,"(4,0,0,0)",2,3,7,0,0
db922ac949fca3bcf52f2233849d88fec31cbd68b42e506f695b26d03ab62754,"(4,0,0,0)",0,1,6,0,0
db922ac949fca3bcf52f2233849d88fec31cbd68b42e506f695b26d03ab62754,"(4,0,0,0)",0,2,10,0,0
db922ac949fca3bcf52f2233849d88fec31cbd68b42e506f695b26d03ab62754,"(4,0,0,0)",0,3,5,0,0
db922ac949fca3bcf52f2233849d88fec31cbd68b42e506f695b26d03ab62754,"(4,0,0,0)",1,2,12,0,0
db922ac949fca3bcf52f2233849d88fec31cbd68b42e506f695b26d03ab62754,"(4,0,0,0)",1,3,7,0,0
db922ac949fca3bcf52f2233849d88fec31cbd68b42e506f695b26d03ab62754,"(4,0,0,0)",2,3,4,0,0
05799e852731106dd2d25043af9af4da19025cf1d2971d88a799c077fbac3caa,"(4,0,0,0)",0,1,1,0,0
05799e852731106dd2d25043af9af4da19025cf1d2971d88a799c077fbac3caa,"(4,0,0,0)",0,2,8,0,0
05799e852731106dd2d25043af9af4da19025cf1d2971d88a799c077fbac3caa,"(4,0,0,0)",0,3,8,0,0
05799e852731106dd2d25043af9af4da19025cf1d2971d88a799c077fbac3caa,"(4,0,0,0)",1,2,8,0,0
05799e852731106dd2d25043af9af4da19025cf1d2971d88a799c077fbac3caa,"(4,0,0,0)",1,3,8,0,0
05799e852731106dd2d25043af9af4da19025cf1d2971d88a799c077fbac3caa,"(4,0,0,0)",2,3,7,0,0
af9f1ec88c4c229368a39e872fa4a35bc6661e938891fd29c90d5b339a159470,"(4,0,0,0)",0,1,3,0,0
af9f1ec88c4c229368a39e872fa4a35bc6661e938891fd29c90d5b339a159470,"(4,0,0,0)",0,2,11,0,0
af9f1ec88c4c229368a39e872fa4a35bc6661e938891fd29c90d5b339a159470,"(4,0,0,0)",0,3,11,0,0
af9f1ec88c4c229368a39e872fa4a35bc6661e938891fd29c90d5b339a159470,"(4,0,0,0)",1,2,6,0,0
af9f1ec88c4c229368a39e872fa4a35bc6661e938891fd29c90d5b339a159470,"(4,0,0,0)",1,3,6,0,0
af9f1ec88c4c229368a39e872fa4a35bc6661e938891fd29c90d5b339a159470,"(4,0,0,0)",2,3,9,0,0
219c9d3769357510d16c18bfc123e07cefff17c27a689a381bad296eaa4009ce,"(4,0,0,0)",0,1,6,0,0
219c9d3769357510d16c18bfc123e07cefff17c27a689a381bad296eaa4009ce,"(4,0,0,0)",0,2,3,0,0
219c9d3769357510d16c18bfc123e07cefff17c27a689a381bad296eaa4009ce,"(4,0,0,0)",0,3,7,0,0
219c9d3769357510d16c18bfc123e07cefff17c27a689a381bad296eaa4009ce,"(4,0,0,0)",1,2,11,0,0
219c9d3769357510d16c18bfc123e07cefff17c27a689a381bad296eaa4009ce,"(4,0,0,0)",1,3,8,0,0
219c9d3769357510d16c18bfc123e07cefff17c27a689a381bad296eaa4009ce,"(4,0,0,0)",2,3,12,0,0
63ec1838fb37377658e7d2cdba6756ef97b0b566efaca28a52827cea0d70da23,"(4,0,0,0)",0,1,8,0,0
63ec1838fb37377658e7d2cdba6756ef97b0b566efaca28a52827cea0d70da23,"(4,0,0,0)",0,2,6,0,0
63ec1838fb37377658e7d2cdba6756ef97b0b566efaca28a52827cea0d70da23,"(4,0,0,0)",0,3,4,0,0
63ec1838fb37377658e7d2cdba6756ef97b0b566efaca28a52827cea0d70da23,"(4,0,0,0)",1,2,10,0,0
63ec1838fb37377658e7d2cdba6756ef97b0b566efaca28a52827cea0d70da23,"(4,0,0,0)",1,3,4,0,0
63ec1838fb37377658e7d2cdba6756ef97b0b566efaca28a52827cea0d70da23,"(4,0,0,0)",2,3,6,0,0
db908e86d3cfe1945681f1d520355c0fdeb7ccfcbe68e0789445947a9b35cd08,"(4,0,0,0)",0,1,11,0,0
db908e86d3cfe1945681f1d520355c0fdeb7ccfcbe68e0789445947a9b35cd08,"(4,0,0,0)",0,2,8,0,0
db908e86d3cfe1945681f1d520355c0fdeb7ccfcbe68e0789445947a9b35cd08,"(4,0,0,0)",0,3,6,0,0
db908e86d3cfe1945681f1d520355c0fdeb7ccfcbe68e0789445947a9b35cd08,"(4,0,0,0)",1,2,12,0,0
db908e86d3cfe1945681f1d520355c0fdeb7ccfcbe68e0789445947a9b35cd08,"(4,0,0,0)",1,3,3,0,0
db908e86d3cfe1945681f1d520355c0fdeb7ccfcbe68e0789445947a9b35cd08,"(4,0,0,0)",2,3,7,0,0
6f782379b510a008e4611928d157f01d061a7c2435e9a6ceaa43c0159613ee6d,"(4,0,0,0)",0,1,5,0,0
6f782379b510a008e4611928d157f01d061a7c2435e9a6ceaa43c0159613ee6d,"(4,0,0,0)",0,2,6,0,0
6f782379b510a008e4611928d157f01d061a7c2435e9a6ceaa43c0159613ee6d,"(4,0,0,0)",0,3,3,0,0
6f782379b510a008e4611928d157f01d061a7c2435e9a6ceaa43c0159613ee6d,"(4,0,0,0)",1,2,11,0,0
6f782379b510a008e4611928d157f01d061a7c2435e9a6ceaa43c0159613ee6d,"(4,0,0,0)",1,3,8,0,0
6f782379b510a008e4611928d157f01d061a7c2435e9a6ceaa43c0159613ee6d,"(4,0,0,0)",2,3,7,0,0
a6c958ebd4dbb2c765112eb9ed473425a3ccac50b30cb2071b9c4da6f76ce1fc,"(4,0,0,0)",0,1,6,0,0
a6c958ebd4dbb2c765112eb9ed473425a3ccac50b30cb2071b9c4da6f76ce1fc,"(4,0,0,0)",0,2,2,0,0
a6c958ebd4dbb2c765112eb9ed473425a3ccac50b30cb2071b9c4da6f76ce1fc,"(4,0,0,0)",0,3,2,0,0
a6c958ebd4dbb2c765112eb9ed473425a3ccac50b30cb2071b9c4da6f76ce1fc,"(4,0,0,0)",1,2,9,0,0
a6c958ebd4dbb2c765112eb9ed473425a3ccac50b30cb2071b9c4da6f76ce1fc,"(4,0,0,0)",1,3,6,0,0
a6c958ebd4dbb2c765112eb9ed473425a3ccac50b30cb2071b9c4da6f76ce1fc,"(4,0,0,0)",2,3,5,0,0
164a253c8c04ad6a21f0101a94339b07133682cef3cb8736ab9e761447a3f7f9,"(4,0,0,0)",0,1,11,0,0
164a253c8c04ad6a21f0101a94339b07133682cef3cb8736ab9e761447a3f7f9,"(4,0,0,0)",0,2,10,0,0
164a253c8c04ad6a21f0101a94339b07133682cef3cb8736ab9e761447a3f7f9,"(4,0,0,0)",0,3,5,0,0
164a253c8c04ad6a21f0101a94339b07133682cef3cb8736ab9e761447a3f7f9,"(4,0,0,0)",1,2,8,0,0
164a253c8c04ad6a21f0101a94339b07133682cef3cb8736ab9e761447a3f7f9,"(4,0,0,0)",1,3,5,0,0
164a253c8c04ad6a21f0101a94339b07133682cef3cb8736ab9e761447a3f7f9,"(4,0,0,0)",2,3,4,0,0
de5a0833ee46e5fdb7227c3f767d8d723f8326fe9d448dbb15448867d493bf32,"(4,0,0,0)",0,1,3,0,0
de5a0833ee46e5fdb7227c3f767d8d723f8326fe9d448dbb15448867d493bf32,"(4,0,0,0)",0,2,11,0,0
de5a0833ee46e5fdb7227c3f767d8d723f8326fe9d448dbb15448867d493bf32,"(4,0,0,0)",0,3,10,0,0
de5a0833ee46e5fdb7227c3f767d8d723f8326fe9d448dbb15448867d493bf32,"(4,0,0,0)",1,2,6,0,0
de5a0833ee46e5fdb7227c3f767d8d723f8326fe9d448dbb15448867d493bf32,"(4,0,0,0)",1,3,5,0,0
de5a0833ee46e5fdb7227c3f767d8d723f8326fe9d448dbb15448867d493bf32,"(4,0,0,0)",2,3,9,0,0
84d1dda70f64baed1fa34e51344ce34398b57ce11fe73c764fa5db390b5ff1ed,"(4,0,0,0)",0,1,8,0,0
84d1dda70f64baed1fa34e51344ce34398b57ce11fe73c764fa5db390b5ff1ed,"(4,0,0,0)",0,2,5,0,0
84d1dda70f64baed1fa34e51344ce34398b57ce11fe73c764fa5db390b5ff1ed,"(4,0,0,0)",0,3,8,0,0
84d1dda70f64baed1fa34e51344ce34398b57ce11fe73c764fa5db390b5ff1ed,"(4,0,0,0)",1,2,3,0,0
84d1dda70f64baed1fa34e51344ce34398b57ce11fe73c764fa5db390b5ff1ed,"(4,0,0,0)",1,3,10,0,0
84d1dda70f64baed1fa34e51344ce34398b57ce11fe73c764fa5db390b5ff1ed,"(4,0,0,0)",2,3,7,0,0
dbc2a135be820de966f9e60e093a66a724ad899e20c017c61fcd0a6d00ee4877,"(4,0,0,0)",0,1,11,0,0
dbc2a135be820de966f9e60e093a66a724ad899e20c017c61fcd0a6d00ee4877,"(4,0,0,0)",0,2,3,0,0
dbc2a135be820de966f9e60e093a66a724ad899e20c017c61fcd0a6d00ee4877,"(4,0,0,0)",0,3,10,0,0
dbc2a135be820de966f9e60e093a66a724ad899e20c017c61fcd0a6d00ee4877,"(4,0,0,0)",1,2,8,0,0
dbc2a135be820de966f9e60e093a66a724ad899e20c017c61fcd0a6d00ee4877,"(4,0,0,0)",1,3,5,0,0
dbc2a135be820de966f9e60e093a66a724ad899e20c017c61fcd0a6d00ee4877,"(4,0,0,0)",2,3,7,0,0
aa89c1828939758e9ff0eea8e05707125b4d411e6c3ee7f75044d21f89434ace,"(4,0,0,0)",0,1,10,0,0
aa89c1828939758e9ff0eea8e05707125b4d411e6c3ee7f75044d21f89434ace,"(4,0,0,0)",0,2,7,0,0
aa89c1828939758e9ff0eea8e05707125b4d411e6c3ee7f75044d21f89434ace,"(4,0,0,0)",0,3,5,0,0
aa89c1828939758e9ff0eea8e05707125b4d411e6c3ee7f75044d21f89434ace,"(4,0,0,0)",1,2,10,0,0
aa89c1828939758e9ff0eea8e05707125b4d411e6c3ee7f75044d21f89434ace,"(4,0,0,0)",1,3,3,0,0
aa89c1828939758e9ff0eea8e05707125b4d411e6c3ee7f75044d21f89434ace,"(4,0,0,0)",2,3,5,0,0
5bcae211f6fb331c113a4aa83eab7c3fb1ff5d988668eeaf6c24d15b81a669e3,"(4,0,0,0)",0,1,6,0,0
5bcae211f6fb331c113a4aa83eab7c3fb1ff5d988668eeaf6c24d15b81a669e3,"(4,0,0,0)",0,2,6,0,0
5bcae211f6fb331c113a4aa83eab7c3fb1ff5d988668eeaf6c24d15b81a669e3,"(4,0,0,0)",0,3,5,0,0
5bcae211f6fb331c113a4aa83eab7c3fb1ff5d988668eeaf6c24d15b81a669e3,"(4,0,0,0)",1,2,8,0,0
5bcae211f6fb331c113a4aa83eab7c3fb1ff5d988668eeaf6c24d15b81a669e3,"(4,0,0,0)",1,3,8,0,0
5bcae211f6fb331c113a4aa83eab7c3fb1ff5d988668eeaf6c24d15b81a669e3,"(4,0,0,0)",2,3,7,0,0
fca595746c25d211079f03e10cbeb184af8af383b87628de202845c4ec54cf93,"(4,0,0,0)",0,1,5,0,0
fca595746c25d211079f03e10cbeb184af8af383b87628de202845c4ec54cf93,"(4,0,0,0)",0,2,11,0,0
fca595746c25d211079f03e10cbeb184af8af383b87628de202845c4ec54cf93,"(4,0,0,0)",0,3,9,0,0
fca595746c25d211079f03e10cbeb184af8af383b87628de202845c4ec54cf93,"(4,0,0,0)",1,2,6,0,0
fca595746c25d211079f03e10cbeb184af8af383b87628de202845c4ec54cf93,"(4,0,0,0)",1,3,4,0,0
fca595746c25d211079f03e10cbeb184af8af383b87628de202845c4ec54cf93,"(4,0,0,0)",2,3,6,0,0
28e1e7d1bc7aa6ccf5bb4661bf323f8a9979376ac050f2f9207142581df5de42,"(4,0,0,0)",0,1,0,1,0
28e1e7d1bc7aa6ccf5bb4661bf323f8a9979376ac050f2f9207142581df5de42,"(4,0,0,0)",0,2,9,0,0
28e1e7d1bc7aa6ccf5bb4661bf323f8a9979376ac050f2f9207142581df5de42,"(4,0,0,0)",0,3,9,0,0
28e1e7d1bc7aa6ccf5bb4661bf323f8a9979376ac050f2f9207142581df5de42,"(4,0,0,0)",1,2,8,0,0
28e1e7d1bc7aa6ccf5bb4661bf323f8a9979376ac050f2f9207142581df5de42,"(4,0,0,0)",1,3,8,0,0
28e1e7d1bc7aa6ccf5bb4661bf323f8a9979376ac050f2f9207142581df5de42,"(4,0,0,0)",2,3,7,0,0
c2b002392b14ab96679c57d74a7d9dfb38dcc03e2b11f68b19963b76361d8ff5,"(4,0,0,0)",0,1,7,0,0
c2b002392b14ab96679c57d74a7d9dfb38dcc03e2b11f68b19963b76361d8ff5,"(4,0,0,0)",0,2,7,0,0
c2b002392b14ab96679c57d74a7d9dfb38dcc03e2b11f68b19963b76361d8ff5,"(4,0,0,0)",0,3,3,0,0
c2b002392b14ab96679c57d74a7d9dfb38dcc03e2b11f68b19963b76361d8ff5,"(4,0,0,0)",1,2,12,0,0
c2b002392b14ab96679c57d74a7d9dfb38dcc03e2b11f68b19963b76361d8ff5,"(4,0,0,0)",1,3,8,0,0
c2b002392b14ab96679c57d74a7d9dfb38dcc03e2b11f68b19963b76361d8ff5,"(4,0,0,0)",2,3,2,0,0
8df9d67725ceb6796b27b8d5d0df2c1eb77bc68bfca9b41fc2e046df1b8feb3b,"(4,0,0,0)",0,1,3,0,0
